transcript	PFAM_domain	start	end
AT5G58720.2	PF08590	356	419
AT3G27100.2	PF10163	2	51
AT1G57750.2	PF00067	73	429
AT4G32342.1	PF13259	121	160
AT4G32342.1	PF13259	59	112
AT4G33000.3	PF00036	108	133
AT1G59540.2	PF00225	1	233
AT2G21230.3	PF00170	372	429
AT1G10060.3	PF01063	37	275
AT3G09890.2	PF12796	47	129
AT3G09890.2	PF12796	43	103
AT5G16120.2	PF12146	97	339
AT2G31060.1	PF00009	2	112
AT2G31060.1	PF00679	316	399
AT2G31060.1	PF03144	136	209
AT4G35880.1	PF14541	307	446
AT4G35880.1	PF14543	108	287
AT4G05520.1	PF00350	200	359
AT4G05520.2	PF00350	200	359
AT4G05520.1	PF12763	19	81
AT4G05520.2	PF12763	19	81
AT4G05520.1	PF16880	163	195
AT4G05520.2	PF16880	163	195
AT4G05520.1	PF18150	435	536
AT4G05520.2	PF18150	435	536
AT4G03820.1	PF12056	37	420
AT4G15440.1	PF00067	219	324
AT3G55140.1	PF00544	74	237
AT4G13800.1	PF05653	7	299
AT4G13800.10	PF05653	7	299
AT4G13800.5	PF05653	7	299
AT4G13800.8	PF05653	7	299
AT5G38830.1	PF01406	23	317
AT1G75290.1	PF05368	8	242
AT3G27970.1	PF00929	151	276
AT4G12840.1	PF05212	74	384
AT5G24620.1	PF00314	31	251
AT1G70740.1	PF07714	65	329
AT5G18420.2	PF10155	312	438
AT5G18420.1	PF10155	312	437
AT1G28090.2	PF01743	79	206
AT1G28090.2	PF12627	233	295
AT3G01085.1	PF00069	115	400
AT3G01085.2	PF00069	115	400
AT3G54280.1	PF00176	1471	1766
AT3G54280.1	PF00271	1826	1930
AT3G54280.1	PF12054	782	1239
AT1G11960.1	PF02714	373	645
AT1G11960.3	PF02714	373	645
AT1G11960.1	PF13967	7	179
AT1G11960.3	PF13967	7	179
AT1G11960.1	PF14703	200	362
AT1G11960.3	PF14703	200	362
AT4G33180.1	PF00561	56	160
AT5G11800.1	PF00999	182	551
AT4G37670.2	PF00583	494	560
AT4G37670.2	PF00696	103	315
AT2G16750.1	PF00069	279	542
AT2G16750.2	PF00069	279	542
AT5G11240.1	PF00400	189	226
AT5G11240.1	PF04003	465	556
AT1G17040.1	PF13385	25	181
AT1G17040.2	PF13385	25	181
AT1G17040.3	PF13385	25	181
AT5G39420.1	PF00069	105	389
AT3G12080.1	PF01926	160	307
AT3G12080.1	PF01926	371	492
AT3G12080.1	PF14714	551	632
AT1G33060.2	PF02365	25	150
AT5G65690.1	PF01293	149	616
AT5G65690.4	PF01293	149	616
AT1G30680.1	PF03796	436	688
AT1G30680.1	PF13662	280	372
AT1G20080.1	PF00168	261	358
AT1G20080.2	PF00168	261	358
AT1G20080.3	PF00168	261	358
AT1G20080.4	PF00168	261	358
AT1G20080.5	PF00168	261	358
AT1G20080.1	PF00168	419	519
AT1G20080.2	PF00168	419	519
AT1G20080.3	PF00168	419	519
AT1G20080.4	PF00168	419	519
AT1G20080.5	PF00168	419	519
AT1G20080.1	PF17047	67	247
AT1G20080.2	PF17047	67	247
AT1G20080.3	PF17047	67	247
AT1G20080.4	PF17047	67	247
AT1G20080.5	PF17047	67	247
AT3G19830.1	PF00168	413	508
AT3G19830.2	PF00168	413	508
AT3G19830.3	PF00168	413	508
AT3G19830.4	PF00168	413	508
AT1G12250.2	PF00805	60	96
AT1G12250.2	PF00805	40	74
AT1G12250.2	PF00805	102	134
AT5G48240.2	PF07890	132	250
AT1G76280.2	PF01535	335	364
AT1G76280.2	PF13041	558	602
AT1G76280.2	PF13812	437	482
AT1G44910.1	PF00397	188	215
AT1G44910.2	PF00397	188	215
AT1G44910.1	PF00397	231	256
AT1G44910.2	PF00397	231	256
AT1G44910.1	PF01846	473	523
AT1G44910.2	PF01846	473	523
AT1G44910.1	PF01846	406	455
AT1G44910.2	PF01846	406	455
AT1G44910.1	PF01846	615	670
AT1G44910.2	PF01846	615	670
AT2G41450.2	PF00533	361	417
AT2G41450.2	PF00583	55	139
AT2G43490.5	PF00566	358	506
AT5G47690.1	PF20168	24	1085
AT5G47690.3	PF20168	24	1085
AT5G47900.3	PF07786	45	169
AT2G38880.10	PF00808	25	89
AT2G38880.6	PF00808	25	89
AT2G38880.9	PF00808	25	89
AT4G37010.2	PF13499	104	166
AT4G37010.2	PF13499	30	92
AT4G02405.2	PF04072	67	218
AT4G20325.2	PF09468	87	162
AT4G20325.2	PF17745	31	84
AT1G55120.2	PF00251	17	326
AT1G55120.2	PF08244	329	528
AT3G52600.2	PF00251	1	305
AT3G52600.2	PF08244	308	512
AT1G78950.1	PF13243	416	753
AT1G78950.1	PF13249	104	405
AT4G11350.1	PF04646	227	480
AT5G01510.1	PF04884	112	353
AT5G14550.1	PF02485	66	322
AT5G11840.1	PF06799	61	204
AT4G15570.1	PF13086	451	526
AT4G15570.3	PF13086	451	526
AT4G15570.1	PF13086	257	436
AT4G15570.3	PF13086	257	436
AT4G15570.1	PF13087	534	731
AT4G15570.3	PF13087	534	731
AT1G34355.1	PF00498	65	132
AT1G34355.1	PF13638	1239	1400
AT5G13060.1	PF00514	256	295
AT5G13060.1	PF00514	218	250
AT5G13060.1	PF00514	298	332
AT5G13060.1	PF00651	561	663
AT5G21990.1	PF00515	180	213
AT1G22460.1	PF10250	163	478
AT1G74720.1	PF00168	669	780
AT1G74720.1	PF00168	18	113
AT1G74720.1	PF00168	497	604
AT1G74720.1	PF00168	336	440
AT1G74720.1	PF08372	926	1080
AT5G58787.2	PF13920	126	172
AT5G10630.1	PF00009	240	455
AT5G10630.1	PF03143	557	663
AT5G10630.1	PF03144	488	550
AT3G06500.1	PF12899	183	624
AT1G63110.3	PF06728	1	373
AT3G56130.2	PF00364	120	194
AT4G08870.2	PF00491	67	251
AT1G73650.2	PF06966	24	252
AT4G14960.1	PF00091	3	213
AT4G14960.1	PF03953	263	386
AT2G39800.2	PF00171	188	458
AT2G39800.2	PF00696	2	157
AT1G70070.1	PF00270	158	310
AT1G70070.1	PF08148	1002	1166
AT3G59350.1	PF07714	117	391
AT3G59350.2	PF07714	117	391
AT3G59350.3	PF07714	117	391
AT4G37550.1	PF03069	11	412
AT1G26850.1	PF03141	95	605
AT1G26850.2	PF03141	95	605
AT4G37190.2	PF10644	1	76
AT4G37190.2	PF14881	101	279
AT2G37860.1	PF11891	208	386
AT2G37860.2	PF11891	208	386
AT2G37860.3	PF11891	208	386
AT2G37860.4	PF11891	208	386
AT5G55100.1	PF01805	152	200
AT5G55100.1	PF01805	337	386
AT5G55100.1	PF09750	2	113
AT5G37510.1	PF00384	343	662
AT5G37510.1	PF09326	703	738
AT5G37510.1	PF10588	155	192
AT5G37510.1	PF13510	72	149
AT5G23870.1	PF03283	33	382
AT5G23870.3	PF03283	33	382
AT5G23870.4	PF03283	33	382
AT3G59760.1	PF00291	118	403
AT2G45960.2	PF00230	44	255
AT5G07120.1	PF00787	182	262
AT5G07120.2	PF00787	182	262
AT5G07120.1	PF09325	319	562
AT5G07120.2	PF09325	319	562
AT2G26170.1	PF00067	47	494
AT2G26170.2	PF00067	47	494
AT5G47430.1	PF08783	3	76
AT5G47430.2	PF08783	3	76
AT5G47430.3	PF08783	3	76
AT5G47430.1	PF13696	205	225
AT5G47430.2	PF13696	205	225
AT5G47430.3	PF13696	205	225
AT2G05440.3	PF07172	1	85
AT5G21930.1	PF00122	340	526
AT5G21930.2	PF00122	340	526
AT5G21930.1	PF00403	80	143
AT5G21930.2	PF00403	80	143
AT5G21930.1	PF00702	542	774
AT5G21930.2	PF00702	542	774
AT1G05900.1	PF00633	251	278
AT1G05900.2	PF00633	251	278
AT1G05900.1	PF00730	185	313
AT1G05900.2	PF00730	185	313
AT3G59090.1	PF06454	23	124
AT3G59090.1	PF06454	179	325
AT5G58370.2	PF01926	290	408
AT5G58370.3	PF01926	290	408
AT3G04670.2	PF03106	263	286
AT3G04670.2	PF10533	223	259
AT1G09500.3	PF01370	8	247
AT1G72370.2	PF00318	23	117
AT1G72370.2	PF00318	120	186
AT1G20620.5	PF00199	18	398
AT1G20620.5	PF06628	422	473
AT4G31990.3	PF00155	79	445
AT1G55300.1	PF04658	1	138
AT1G55300.2	PF04658	1	138
AT4G14385.2	PF09340	15	91
AT3G15450.2	PF12481	2	191
AT4G38090.1	PF01205	52	153
AT5G53050.2	PF00561	76	159
AT5G53050.3	PF00561	76	159
AT3G11930.3	PF00582	33	172
AT3G11930.3	PF00582	195	219
AT3G13950.1	PF13962	28	153
AT1G24350.1	PF02681	21	154
AT3G59090.3	PF06454	173	319
AT3G59090.3	PF06454	25	118
AT2G34560.2	PF00004	148	279
AT2G34560.2	PF17862	308	337
AT3G13550.2	PF00179	40	151
AT5G36880.1	PF00501	179	618
AT5G36880.2	PF00501	179	618
AT5G36880.3	PF00501	179	618
AT5G36880.5	PF00501	179	618
AT5G36880.6	PF00501	179	618
AT5G36880.1	PF13193	627	705
AT5G36880.2	PF13193	627	705
AT5G36880.3	PF13193	627	705
AT5G36880.5	PF13193	627	705
AT5G36880.6	PF13193	627	705
AT5G36880.1	PF16177	110	170
AT5G36880.2	PF16177	110	170
AT5G36880.3	PF16177	110	170
AT5G36880.5	PF16177	110	170
AT5G36880.6	PF16177	110	170
AT2G26970.2	PF00929	43	206
AT3G15770.1	PF13259	55	120
AT3G15770.1	PF13259	126	161
AT1G28330.1	PF05564	7	121
AT1G28330.2	PF05564	7	121
AT1G28330.3	PF05564	7	121
AT1G28330.4	PF05564	7	121
AT1G28330.5	PF05564	7	121
AT1G28330.6	PF05564	7	121
AT5G51040.2	PF03937	70	143
AT5G28770.1	PF00170	152	199
AT5G28770.2	PF00170	152	199
AT5G28770.3	PF00170	152	199
AT5G28770.1	PF12498	220	266
AT5G28770.2	PF12498	220	266
AT5G28770.3	PF12498	220	266
AT5G28770.1	PF12498	285	309
AT5G28770.2	PF12498	285	309
AT5G28770.3	PF12498	285	309
AT2G44210.2	PF03080	226	438
AT2G44210.2	PF14365	80	202
AT4G21580.2	PF00107	118	233
AT5G13450.2	PF00213	33	180
AT1G09060.1	PF02373	750	842
AT1G09060.2	PF02373	750	842
AT1G09060.1	PF08879	25	65
AT1G09060.2	PF08879	25	65
AT1G09060.1	PF10497	201	267
AT1G09060.2	PF10497	201	267
AT1G14820.3	PF00650	79	227
AT1G04820.1	PF00091	3	213
AT1G50010.1	PF00091	3	213
AT1G04820.1	PF03953	263	392
AT1G50010.1	PF03953	263	392
AT1G02880.1	PF04263	41	165
AT1G02880.2	PF04263	41	165
AT1G02880.3	PF04263	41	165
AT1G02880.5	PF04263	41	165
AT1G02880.1	PF04265	184	250
AT1G02880.2	PF04265	184	250
AT1G02880.3	PF04265	184	250
AT1G02880.5	PF04265	184	250
AT5G07190.2	PF06232	2	120
AT1G05410.2	PF07227	126	259
AT3G54800.1	PF01852	209	357
AT3G54800.2	PF01852	209	357
AT3G54800.1	PF07059	518	725
AT3G54800.2	PF07059	518	725
AT3G54800.1	PF00169	10	114
AT3G54800.2	PF00169	10	114
AT3G07700.1	PF03109	228	472
AT3G07700.2	PF03109	228	472
AT3G07700.4	PF03109	228	472
AT1G17890.2	PF01370	14	245
AT1G17890.3	PF01370	14	245
AT1G14170.2	PF00013	323	389
AT1G14170.2	PF00013	114	182
AT1G14170.2	PF00013	240	287
AT1G14170.2	PF00013	13	65
AT1G08110.4	PF00903	80	221
AT3G59320.2	PF06027	1	200
AT1G12760.2	PF13639	281	323
AT2G17320.1	PF01937	45	350
AT5G51080.3	PF13456	127	248
AT1G26440.4	PF07168	99	342
AT1G26440.4	PF07168	49	100
AT5G64830.2	PF04194	175	283
AT2G33120.2	PF00957	137	223
AT2G33120.2	PF13774	32	119
AT5G65740.2	PF11793	221	298
AT5G65740.2	PF18890	22	109
AT5G65740.2	PF18891	112	211
AT3G28760.2	PF01959	93	444
AT2G36170.1	PF00240	3	74
AT3G52590.1	PF00240	3	74
AT2G36170.1	PF01020	78	127
AT3G52590.1	PF01020	78	127
AT1G53800.2	PF07460	114	141
AT1G53800.3	PF07460	114	141
AT1G71920.2	PF00155	90	411
AT1G71920.4	PF00155	90	411
AT1G71920.5	PF00155	90	411
AT1G71920.6	PF00155	90	411
AT5G10330.1	PF00155	90	411
AT5G10330.2	PF00155	90	411
AT5G10330.4	PF00155	90	411
AT5G10330.5	PF00155	90	411
AT5G10330.6	PF00155	90	411
AT5G10330.7	PF00155	90	411
AT1G08820.1	PF00635	6	110
AT1G08820.2	PF00635	6	110
AT1G08820.3	PF00635	6	110
AT1G08820.4	PF00635	6	110
AT1G08820.5	PF00635	6	110
AT3G26440.1	PF05212	93	380
AT3G26440.2	PF05212	93	380
AT1G22700.1	PF00515	242	273
AT1G22700.2	PF00515	242	273
AT1G22700.1	PF13432	179	238
AT1G22700.2	PF13432	179	238
AT5G14200.3	PF00180	48	382
AT5G14540.1	PF07223	483	526
AT5G19770.1	PF00091	3	213
AT5G19780.1	PF00091	3	213
AT5G19770.1	PF03953	263	392
AT5G19780.1	PF03953	263	392
AT5G19330.1	PF00514	194	226
AT5G19330.1	PF00514	229	268
AT5G19330.1	PF00514	313	352
AT5G19330.1	PF00651	534	636
AT5G50570.1	PF03110	101	174
AT5G50570.2	PF03110	101	174
AT5G50670.1	PF03110	101	174
AT5G50670.2	PF03110	101	174
AT3G56700.1	PF03015	473	541
AT3G56700.2	PF03015	473	541
AT3G56700.1	PF07993	88	380
AT3G56700.2	PF07993	88	380
AT3G13062.2	PF01852	97	257
AT1G05700.1	PF07714	572	837
AT1G05700.1	PF12819	34	353
AT1G05700.1	PF13855	409	469
AT1G06840.1	PF07714	628	894
AT1G06840.1	PF08263	37	73
AT1G06840.1	PF13855	300	340
AT1G07550.1	PF00069	564	825
AT1G07550.1	PF12819	32	353
AT1G07550.1	PF13855	411	470
AT1G07560.1	PF00069	573	834
AT1G07560.1	PF12819	33	354
AT1G07560.1	PF13855	412	472
AT1G07650.1	PF00560	306	328
AT1G07650.1	PF07714	680	948
AT1G07650.1	PF11721	415	603
AT1G07650.1	PF13855	95	149
AT1G12460.1	PF07714	595	873
AT1G12460.1	PF08263	25	64
AT1G31420.2	PF00069	308	571
AT1G31420.2	PF08263	32	70
AT1G34110.1	PF00069	774	1046
AT1G34110.1	PF00560	525	547
AT1G34110.1	PF08263	28	64
AT1G34110.1	PF13855	381	440
AT1G34110.1	PF13855	601	655
AT1G51820.1	PF00069	581	844
AT1G51820.1	PF12819	29	346
AT1G51820.1	PF13855	405	462
AT1G51860.1	PF07714	586	852
AT1G51860.1	PF12799	437	477
AT1G51860.1	PF12819	32	355
AT1G51890.1	PF00069	573	835
AT1G51890.1	PF12799	430	467
AT1G51890.1	PF12819	28	350
AT1G53420.1	PF07714	627	895
AT1G53420.1	PF11721	365	548
AT1G53430.1	PF07714	672	939
AT1G53430.1	PF11721	409	592
AT1G53430.1	PF13855	284	342
AT1G53440.1	PF07714	670	937
AT1G53440.1	PF11721	407	590
AT1G56130.2	PF07714	698	960
AT1G56130.2	PF11721	427	613
AT1G56130.2	PF13855	292	351
AT1G56140.1	PF07714	697	958
AT1G56140.1	PF11721	426	612
AT1G56140.1	PF13855	291	350
AT1G56145.1	PF07714	691	953
AT1G56145.1	PF11721	422	606
AT1G63430.1	PF00560	118	140
AT1G63430.3	PF00560	118	140
AT1G63430.1	PF07714	364	569
AT1G63430.3	PF07714	364	569
AT1G63430.1	PF08263	25	65
AT1G63430.3	PF08263	25	65
AT1G67720.1	PF07714	608	873
AT1G67720.1	PF12819	29	362
AT1G69990.1	PF07714	320	562
AT1G69990.1	PF08263	18	60
AT1G69990.1	PF13516	88	102
AT1G69990.1	PF13855	114	174
AT1G74360.1	PF00069	815	1083
AT1G74360.1	PF00560	136	151
AT1G74360.1	PF00560	423	444
AT1G74360.1	PF08263	39	82
AT1G74360.1	PF13855	277	336
AT2G02780.1	PF07714	469	649
AT2G02780.1	PF13855	131	191
AT2G02780.1	PF13855	201	260
AT2G16250.1	PF07714	533	806
AT2G16250.1	PF13855	130	187
AT2G16250.1	PF13855	177	235
AT2G24230.1	PF00069	550	841
AT2G24230.1	PF13855	83	127
AT2G24230.1	PF13855	188	247
AT2G28960.2	PF00069	576	840
AT2G28960.2	PF12819	35	352
AT2G28960.2	PF13855	412	468
AT2G35620.1	PF00069	306	569
AT2G35620.2	PF00069	306	569
AT2G35620.3	PF00069	306	569
AT2G35620.4	PF00069	306	569
AT2G35620.1	PF08263	31	69
AT2G35620.2	PF08263	31	69
AT2G35620.3	PF08263	31	69
AT2G35620.4	PF08263	31	69
AT2G35620.1	PF13855	123	179
AT2G35620.2	PF13855	123	179
AT2G35620.3	PF13855	123	179
AT2G35620.4	PF13855	123	179
AT2G37050.3	PF07714	605	807
AT2G37050.3	PF12799	461	503
AT2G37050.3	PF12819	31	364
AT3G14840.1	PF07714	676	943
AT3G14840.2	PF07714	676	943
AT3G14840.1	PF11721	405	590
AT3G14840.2	PF11721	405	590
AT3G46330.1	PF07714	568	833
AT3G46330.1	PF12819	34	356
AT3G46330.1	PF13855	416	472
AT3G47570.1	PF00069	704	923
AT3G47570.1	PF00560	435	456
AT3G47570.1	PF08263	23	61
AT4G18640.1	PF07714	397	647
AT4G18640.1	PF08263	28	67
AT4G20140.1	PF00069	956	1233
AT4G20140.1	PF00560	648	670
AT4G20140.1	PF00560	96	118
AT4G20140.1	PF00560	793	811
AT4G20140.1	PF08263	24	66
AT4G20140.1	PF13855	264	323
AT4G20140.1	PF13855	505	564
AT4G20450.1	PF07714	593	860
AT4G20450.1	PF12819	33	372
AT4G20450.1	PF13855	451	490
AT4G20940.1	PF00560	452	472
AT4G20940.1	PF07714	774	972
AT4G20940.1	PF08263	22	67
AT4G20940.1	PF13855	500	559
AT4G20940.1	PF13855	143	201
AT4G26540.1	PF00069	763	968
AT4G26540.1	PF08263	26	65
AT4G26540.1	PF13855	316	370
AT4G26540.1	PF13855	454	514
AT4G29180.2	PF07714	569	793
AT4G29180.2	PF12819	31	358
AT4G29180.2	PF13855	414	472
AT4G31250.1	PF00069	369	635
AT4G31250.1	PF08263	28	72
AT4G36180.1	PF07714	862	1061
AT4G36180.1	PF08263	26	65
AT4G36180.1	PF13855	524	584
AT4G36180.1	PF13855	645	705
AT4G36180.1	PF13855	211	270
AT4G36180.1	PF13855	163	222
AT4G37250.1	PF00069	455	746
AT4G37250.1	PF08263	23	63
AT5G10290.1	PF00069	291	561
AT5G10290.2	PF00069	291	561
AT5G10290.1	PF08263	27	67
AT5G10290.2	PF08263	27	67
AT5G10290.1	PF12799	95	130
AT5G10290.2	PF12799	95	130
AT5G14210.1	PF00069	492	752
AT5G14210.1	PF00560	142	164
AT5G14210.1	PF13855	258	317
AT5G14210.1	PF13855	167	225
AT5G16900.1	PF00069	576	840
AT5G16900.3	PF00069	576	840
AT5G16900.1	PF12819	27	357
AT5G16900.3	PF12819	27	357
AT5G20480.1	PF00069	714	934
AT5G20480.2	PF00069	714	934
AT5G20480.1	PF00560	122	144
AT5G20480.2	PF00560	122	144
AT5G20480.1	PF08263	29	68
AT5G20480.2	PF08263	29	68
AT5G20480.1	PF13855	266	326
AT5G20480.2	PF13855	266	326
AT5G20480.1	PF13855	146	204
AT5G20480.2	PF13855	146	204
AT5G35390.1	PF00069	361	623
AT5G35390.1	PF08263	33	71
AT5G37450.3	PF00069	632	897
AT5G37450.3	PF08263	30	68
AT5G37450.3	PF13855	271	328
AT5G45780.1	PF07714	304	571
AT5G45780.1	PF08263	37	76
AT5G48740.1	PF00069	608	875
AT5G48740.1	PF12819	24	337
AT5G48740.1	PF13855	432	489
AT5G48940.1	PF07714	788	1062
AT5G48940.1	PF08263	38	77
AT5G48940.1	PF13855	468	527
AT5G48940.1	PF13855	540	599
AT5G48940.1	PF13855	107	166
AT5G59650.1	PF00069	582	846
AT5G59650.1	PF12819	32	354
AT5G59650.1	PF13855	414	471
AT5G62230.1	PF00069	652	910
AT5G62230.1	PF08263	27	67
AT5G62230.1	PF13516	237	254
AT5G62230.1	PF13855	120	179
AT5G62230.1	PF13855	431	490
AT5G62230.1	PF13855	384	442
AT5G65240.1	PF00069	285	556
AT5G65240.1	PF08263	20	60
AT5G65240.1	PF13855	113	172
AT5G65710.1	PF00069	688	908
AT5G65710.1	PF08263	25	66
AT4G04780.1	PF11221	1	129
AT1G08620.1	PF02373	394	510
AT1G08620.2	PF02373	394	510
AT1G08620.4	PF02373	394	510
AT1G08620.1	PF02375	147	180
AT1G08620.2	PF02375	147	180
AT1G08620.4	PF02375	147	180
AT1G08620.1	PF02928	617	667
AT1G08620.2	PF02928	617	667
AT1G08620.4	PF02928	617	667
AT1G08620.1	PF05964	990	1029
AT1G08620.2	PF05964	990	1029
AT1G08620.4	PF05964	990	1029
AT1G08620.1	PF05965	1037	1120
AT1G08620.2	PF05965	1037	1120
AT1G08620.4	PF05965	1037	1120
AT1G11100.4	PF00176	559	928
AT1G11100.4	PF00097	963	1000
AT1G11100.4	PF00271	1113	1212
AT1G11510.1	PF04504	138	229
AT1G11950.1	PF02373	721	820
AT1G11950.3	PF02373	721	820
AT1G20910.1	PF01388	109	193
AT1G21160.1	PF00009	499	707
AT1G21160.1	PF03144	735	811
AT1G21160.1	PF11987	821	936
AT1G62310.1	PF02373	743	846
AT1G62310.1	PF10497	203	275
AT1G66550.2	PF03106	103	163
AT2G18750.1	PF07887	98	245
AT2G18750.2	PF07887	98	245
AT2G18750.3	PF07887	98	245
AT2G18750.1	PF20451	257	323
AT2G18750.2	PF20451	257	323
AT2G18750.3	PF20451	257	323
AT2G18750.1	PF20452	329	388
AT2G18750.2	PF20452	329	388
AT2G18750.3	PF20452	329	388
AT2G37260.3	PF03106	269	325
AT2G37260.3	PF03106	86	140
AT2G46670.1	PF06203	132	173
AT3G52440.2	PF02701	45	98
AT3G53680.1	PF00628	488	529
AT3G53680.1	PF16135	421	471
AT3G53680.1	PF16135	213	268
AT4G01280.1	PF00249	59	104
AT4G01280.2	PF00249	59	104
AT4G14920.1	PF00628	688	730
AT4G14920.2	PF00628	688	730
AT4G14920.1	PF16135	610	660
AT4G14920.2	PF16135	610	660
AT4G23860.1	PF02207	49	106
AT4G23860.2	PF02207	49	106
AT4G23860.3	PF02207	49	106
AT4G25990.2	PF06203	341	378
AT4G38960.1	PF00643	52	91
AT4G38960.2	PF00643	52	91
AT4G38960.5	PF00643	52	91
AT4G38960.6	PF00643	52	91
AT4G38960.1	PF00643	4	42
AT4G38960.2	PF00643	4	42
AT4G38960.5	PF00643	4	42
AT4G38960.6	PF00643	4	42
AT5G45580.2	PF14379	127	173
AT5G45580.2	PF00249	26	76
AT5G59390.2	PF03468	32	143
AT5G59390.3	PF03468	32	143
AT5G59390.4	PF03468	32	143
AT5G59390.2	PF03469	415	550
AT5G59390.3	PF03469	415	550
AT5G59390.4	PF03469	415	550
AT5G62570.2	PF07887	71	215
AT5G62570.2	PF20451	228	293
AT5G62570.2	PF20452	299	361
AT1G69530.3	PF01357	158	234
AT1G69530.3	PF03330	62	147
AT4G25720.5	PF05096	73	242
AT4G26700.3	PF00307	269	369
AT4G26700.5	PF00307	269	369
AT4G26700.6	PF00307	269	369
AT4G26700.3	PF00307	146	238
AT4G26700.5	PF00307	146	238
AT4G26700.6	PF00307	146	238
AT4G26700.3	PF00307	399	497
AT4G26700.5	PF00307	399	497
AT4G26700.6	PF00307	399	497
AT4G26700.3	PF00307	516	569
AT4G26700.5	PF00307	516	569
AT4G26700.6	PF00307	516	569
AT1G80910.1	PF19031	16	125
AT3G12350.2	PF00646	8	45
AT1G20020.2	PF00175	108	222
AT1G29120.8	PF05057	99	322
AT1G08900.4	PF00083	50	420
AT4G38040.2	PF03016	101	377
AT4G32440.3	PF05641	6	64
AT2G47650.2	PF16363	125	423
AT1G11360.1	PF00582	38	193
AT1G11360.2	PF00582	38	193
AT1G11360.3	PF00582	38	193
AT1G11360.4	PF00582	38	193
AT4G14550.4	PF02309	24	153
AT1G75390.1	PF00170	41	81
AT1G09640.2	PF00043	131	197
AT1G09640.2	PF02798	5	76
AT1G74840.2	PF00249	97	142
AT4G18950.2	PF07714	166	413
AT4G18950.2	PF12796	47	133
AT2G05380.2	PF07172	1	84
AT3G26890.6	PF13889	568	646
AT3G26890.6	PF13915	362	406
AT4G31860.3	PF00481	155	293
AT4G31860.3	PF00481	23	103
AT1G80380.5	PF00485	118	243
AT1G80380.6	PF00485	118	243
AT2G45380.3	PF10248	80	221
AT2G47900.3	PF00646	52	100
AT2G47900.3	PF01167	113	402
AT5G40830.3	PF03141	219	326
AT5G37370.5	PF12871	45	138
AT5G37370.6	PF12871	45	138
AT5G37370.7	PF12871	45	138
AT3G62190.2	PF00226	10	63
AT3G46000.3	PF00241	7	127
AT5G56500.1	PF00118	74	577
AT5G56500.2	PF00118	74	577
AT5G04280.2	PF00098	89	105
AT5G04280.3	PF00098	89	105
AT5G04280.4	PF00098	89	105
AT5G04280.5	PF00098	89	105
AT5G04280.2	PF00076	4	40
AT5G04280.3	PF00076	4	40
AT5G04280.4	PF00076	4	40
AT5G04280.5	PF00076	4	40
AT1G30540.2	PF01869	7	274
AT1G30540.3	PF01869	7	274
AT2G24640.2	PF00443	4	307
AT1G25230.2	PF00149	4	188
AT3G13898.1	PF17181	56	105
AT1G71866.1	PF17181	121	168
AT2G22140.1	PF02732	258	410
AT4G19275.1	PF12701	19	94
AT4G19275.1	PF12701	104	176
AT4G34390.1	PF00503	463	797
AT4G09680.2	PF15491	60	343
AT4G09680.4	PF15491	60	343
AT4G25120.1	PF00580	247	533
AT4G25120.1	PF13361	539	915
AT3G20440.1	PF00128	425	497
AT3G20440.2	PF00128	425	497
AT3G20440.3	PF00128	425	497
AT3G20440.1	PF02806	801	893
AT3G20440.2	PF02806	801	893
AT3G20440.3	PF02806	801	893
AT2G30432.1	PF00249	35	74
AT3G58350.1	PF00917	13	118
AT3G58350.2	PF00917	13	118
AT1G66980.1	PF03009	375	663
AT1G66980.1	PF07714	807	1078
AT1G21650.1	PF01043	303	407
AT1G21650.2	PF01043	303	407
AT1G21650.1	PF07516	770	1044
AT1G21650.2	PF07516	770	1044
AT1G21650.1	PF07517	79	450
AT1G21650.2	PF07517	79	450
AT2G46990.2	PF02309	73	157
AT5G06839.1	PF00170	161	191
AT5G06839.3	PF00170	161	191
AT5G06839.1	PF14144	254	328
AT5G06839.3	PF14144	254	328
AT2G42160.1	PF02148	225	284
AT2G42160.1	PF07576	64	160
AT1G06490.2	PF02364	1138	1744
AT1G06490.2	PF02364	1050	1141
AT1G06490.2	PF04652	57	185
AT1G06490.2	PF14288	340	450
AT4G21534.1	PF00781	115	249
AT4G21534.2	PF00781	115	249
AT4G21534.1	PF19279	349	454
AT4G21534.2	PF19279	349	454
AT1G06790.2	PF03876	10	64
AT1G06790.2	PF08292	83	169
AT1G06800.2	PF01764	214	374
AT1G06850.2	PF00170	150	195
AT1G06890.3	PF03151	21	294
AT1G06900.1	PF00675	101	224
AT1G06900.1	PF05193	734	916
AT1G06900.1	PF05193	260	436
AT1G06900.1	PF16187	445	729
AT1G06920.1	PF04844	251	307
AT1G06920.1	PF13724	1	47
AT1G07010.3	PF00149	71	255
AT1G07010.2	PF00149	58	240
AT1G07025.1	PF00153	15	106
AT1G07025.1	PF00153	111	166
AT1G07150.2	PF00069	13	265
AT1G12900.2	PF02800	139	295
AT1G12930.1	PF08389	100	249
AT1G12990.1	PF04724	44	390
AT1G13060.2	PF00227	108	260
AT1G13060.3	PF00227	108	260
AT1G13140.2	PF00067	45	483
AT1G13170.2	PF01237	434	808
AT1G13170.2	PF15413	97	226
AT1G19330.3	PF13867	173	226
AT1G19350.3	PF05687	42	163
AT1G19410.1	PF07723	154	179
AT1G19410.1	PF07723	125	142
